id,sales
3001273,101.97526006
3001274,2.82
3001275,601.4917781999994
3001276,78.46885000000003
3001277,2.82
3001278,8.56
3001279,544.6814699000001
3001280,109.73246999999986
3001281,2828.8972389999985
3001282,144.01079015000005
3001283,8.757630005
3001284,0.0
3001285,0.0
3001286,8.21
3001287,2510.3
3001288,0.0
3001289,345.61742999999996
3001290,0.0
3001291,1142.67
3001292,2021.64
3001293,134.69763048000007
3001294,89.02
3001295,62.26464000000003
3001296,4258.983649999999
3001297,0.0
3001298,0.0
3001299,42.87
3001300,33.45
3001301,0.0
3001302,189.01301039999998
3001303,0.0
3001304,117.71285008
3001305,18.671219999999998
3001306,88.21235013999998
3001307,0.0
3001308,0.0
3001309,145.42068000000006
3001310,0.0
3001311,0.0
3001312,0.0
3001313,0.0
3001314,1468.1561020000001
3001315,127.71954028
3001316,0.0
3001317,0.0
3001318,0.0
3001319,8.22
3001320,2467.79
3001321,0.0
3001322,346.41456999999997
3001323,0.0
3001324,1107.38
3001325,2021.64
3001326,132.03079048000006
3001327,130.61
3001328,59.85143000000001
3001329,4211.37936
3001330,0.0
3001331,0.0
3001332,42.68
3001333,30.91
3001334,0.0
3001335,191.49301039999997
3001336,0.0
3001337,134.96714039
3001338,18.761219999999998
3001339,88.21235013999998
3001340,0.0
3001341,0.0
3001342,156.75987030000002
3001343,0.0
3001344,7.41821
3001345,0.0
3001346,0.0
3001347,1558.37795
3001348,130.81540052
3001349,0.0
3001350,0.0
3001351,0.0
3001352,8.22
3001353,2262.41
3001354,0.0
3001355,252.36212999999992
3001356,0.0
3001357,1085.42
3001358,2021.64
3001359,127.44797048000005
3001360,42.53
3001361,61.918200000000006
3001362,3580.253290000001
3001363,0.0
3001364,0.0
3001365,41.21
3001366,30.2
3001367,0.0
3001368,178.12679039999995
3001369,0.0
3001370,121.00837039
3001371,9.08
3001372,79.67297014
3001373,0.0
3001374,0.0
3001375,175.67882019999996
3001376,0.0
3001377,0.0
3001378,0.0
3001379,40.328210000000006
3001380,1579.7867900000003
3001381,104.53539007999998
3001382,0.0
3001383,0.0
3001384,0.0
3001385,8.23
3001386,2509.76
3001387,0.0
3001388,290.7827499999998
3001389,0.0
3001390,802.84
3001391,2021.64
3001392,128.72277048000007
3001393,42.53
3001394,60.805580000000006
3001395,3472.652690000001
3001396,0.0
3001397,0.0
3001398,40.85
3001399,28.05
3001400,0.0
3001401,152.39513999999997
3001402,0.0
3001403,121.00837039
3001404,18.522779999999997
3001405,76.83438014
3001406,0.0
3001407,0.0
3001408,137.52421
3001409,0.0
3001410,0.0
3001411,0.0
3001412,0.0
3001413,1553.1223100000002
3001414,116.27663052
3001415,0.0
3001416,0.0
3001417,0.0
3001418,8.28
3001419,2670.45
3001420,0.0
3001421,292.4045599999998
3001422,0.0
3001423,782.29
3001424,2026.29
3001425,125.22004048000007
3001426,42.53
3001427,65.93163000000001
3001428,3372.8417200000004
3001429,0.0
3001430,0.0
3001431,40.07
3001432,27.64
3001433,0.0
3001434,109.03782
3001435,0.0
3001436,106.27251039000001
3001437,18.652779999999996
3001438,75.72694014
3001439,0.0
3001440,0.0
3001441,176.09819019999998
3001442,0.0
3001443,0.0
3001444,0.0
3001445,0.0
3001446,1553.1223100000002
3001447,101.90077051999998
3001448,0.0
3001449,0.0
3001450,0.0
3001451,8.27
3001452,2757.15
3001453,0.0
3001454,270.1678499999999
3001455,0.0
3001456,787.21
3001457,2004.03
3001458,119.09467048000005
3001459,37.6
3001460,94.59111000000004
3001461,3286.6006700000003
3001462,0.0
3001463,0.0
3001464,39.91
3001465,26.78
3001466,0.0
3001467,98.80207
3001468,0.0
3001469,98.71800039
3001470,19.11104
3001471,68.61290016
3001472,0.0
3001473,0.0
3001474,153.90520030000005
3001475,0.0
3001476,0.0
3001477,0.0
3001478,0.0
3001479,2297.1970390000015
3001480,94.50812028
3001481,0.0
3001482,0.0
3001483,0.0
3001484,8.22
3001485,3095.04
3001486,0.0
3001487,270.1678499999999
3001488,0.0
3001489,829.67
3001490,2222.68
3001491,103.26244048000002
3001492,37.6
3001493,94.3782200000001
3001494,3485.9820200000004
3001495,0.0
3001496,0.0
3001497,39.61
3001498,28.87
3001499,0.0
3001500,107.0901202
3001501,0.0
3001502,98.80374039
3001503,18.769479999999998
3001504,71.65858012000001
3001505,0.0
3001506,0.0
3001507,103.54758999999999
3001508,0.0
3001509,0.0
3001510,712.7181200000002
3001511,0.0
3001512,1040.7744988
3001513,94.61386027999998
3001514,0.0
3001515,0.0
3001516,0.0
3001517,8.39
3001518,3139.59
3001519,0.0
3001520,295.8370899999998
3001521,0.0
3001522,1069.01
3001523,2455.39
3001524,103.26244048000002
3001525,228.81
3001526,88.07532000000009
3001527,4234.420730000001
3001528,0.0
3001529,0.0
3001530,39.61
3001531,29.43
3001532,0.0
3001533,98.71896999999998
3001534,0.0
3001535,98.61124039
3001536,18.769479999999998
3001537,71.06706012000001
3001538,0.0
3001539,0.0
3001540,103.54758999999999
3001541,0.0
3001542,0.0
3001543,0.0
3001544,0.0
3001545,4651.613359999998
3001546,94.02234028
3001547,0.20214
3001548,0.0
3001549,0.0
3001550,8.39
3001551,2964.67
3001552,0.0
3001553,305.46384999999987
3001554,0.0
3001555,1081.94
3001556,2455.56
3001557,103.26244048000002
3001558,227.9
3001559,82.49108000000007
3001560,4394.56884
3001561,0.0
3001562,0.0
3001563,39.61
3001564,29.43
3001565,0.0
3001566,121.4958804
3001567,0.0
3001568,96.21689051999998
3001569,15.775949997
3001570,71.06706012000001
3001571,0.0
3001572,0.0
3001573,145.0052503
3001574,0.0
3001575,0.0
3001576,0.0
3001577,0.0
3001578,4444.2694699999965
3001579,94.02234028
3001580,0.20214
3001581,0.0
3001582,0.0
3001583,8.11
3001584,2966.09
3001585,0.0
3001586,301.84384999999986
3001587,0.0
3001588,1023.36
3001589,2455.56
3001590,118.09595030000004
3001591,174.06
3001592,72.32151996000005
3001593,4310.131249999999
3001594,0.0
3001595,0.0
3001596,38.04
3001597,28.4
3001598,0.0
3001599,111.95972030000001
3001600,0.0
3001601,88.73742041999999
3001602,11.94153
3001603,63.63628012
3001604,0.0
3001605,0.0
3001606,126.17786999999998
3001607,0.0
3001608,0.0
3001609,0.0
3001610,18.54789
3001611,2450.604079
3001612,86.01506045999999
3001613,0.01
3001614,12.13
3001615,0.03
3001616,15.92
3001617,8229.95
3001618,0.04
3001619,603.6530000000006
3001620,8.62
3001621,2153.52
3001622,2506.16
3001623,109.94240020000007
3001624,646.9
3001625,388.58798
3001626,8359.048869999999
3001627,60.7
3001628,3.27
3001629,45.77
3001630,60.2
3001631,1.75
3001632,169.80095
3001633,51.0
3001634,149.31132023
3001635,20.48787
3001636,98.98320006
3001637,4.19
3001638,828.3674800000011
3001639,130.32177000000001
3001640,6.63
3001641,26.35
3001642,729.9836099000001
3001643,222.60632999999984
3001644,2828.8972389999985
3001645,131.28452000000001
3001646,51.99555000000005
3001647,0.0
3001648,0.0
3001649,7.95
3001650,3010.95
3001651,0.0
3001652,212.28618999999998
3001653,0.0
3001654,1023.36
3001655,2455.56
3001656,111.49346000000003
3001657,174.18
3001658,70.15407992000004
3001659,4242.20644
3001660,0.0
3001661,0.0
3001662,37.33
3001663,28.4
3001664,0.0
3001665,108.2861601
3001666,0.0
3001667,84.50958008999996
3001668,11.94153
3001669,64.60258012
3001670,0.0
3001671,0.0
3001672,115.57514
3001673,0.0
3001674,0.0
3001675,0.0
3001676,0.0
3001677,4650.851018999997
3001678,81.14270025999998
3001679,0.01
3001680,0.0
3001681,0.0
3001682,7.94
3001683,3010.95
3001684,0.0
3001685,218.90618999999995
3001686,0.0
3001687,1025.27
3001688,2455.56
3001689,111.49346000000003
3001690,172.87
3001691,70.62299992000004
3001692,4781.59319
3001693,0.0
3001694,0.0
3001695,35.26
3001696,28.91
3001697,0.0
3001698,108.2861601
3001699,0.0
3001700,83.71180021999997
3001701,11.94153
3001702,67.89722012
3001703,0.0
3001704,0.0
3001705,132.06064999999998
3001706,0.0
3001707,0.0
3001708,729.0104100000001
3001709,17.66811
3001710,4033.892439999998
3001711,81.14270025999998
3001712,0.01
3001713,0.0
3001714,0.0
3001715,7.86
3001716,2706.27
3001717,0.0
3001718,223.84534999999997
3001719,0.0
3001720,1037.64
3001721,2455.56
3001722,118.28976972000005
3001723,175.6
3001724,56.37532988000001
3001725,4800.61409
3001726,0.0
3001727,0.0
3001728,34.55
3001729,28.91
3001730,0.0
3001731,94.73476000000001
3001732,0.0
3001733,72.67554986999997
3001734,17.52948
3001735,59.824410019999995
3001736,0.0
3001737,0.0
3001738,147.08998
3001739,0.0
3001740,0.0
3001741,0.0
3001742,0.0
3001743,4651.613359999998
3001744,68.35468009999998
3001745,0.01
3001746,0.0
3001747,0.0
3001748,7.85
3001749,2716.66
3001750,0.0
3001751,227.65534999999997
3001752,0.0
3001753,1052.12
3001754,2455.56
3001755,121.41331004000006
3001756,167.5
3001757,56.26955988
3001758,4707.006429999999
3001759,0.0
3001760,0.0
3001761,35.01
3001762,29.82
3001763,0.0
3001764,99.33338999999998
3001765,0.0
3001766,103.17602997
3001767,16.195949997000003
3001768,73.28572001999999
3001769,0.0
3001770,0.0
3001771,93.11952
3001772,0.0
3001773,0.0
3001774,0.0
3001775,12.32
3001776,4590.296989999998
3001777,94.1572801
3001778,0.01
3001779,0.0
3001780,0.0
3001781,7.85
3001782,2757.96
3001783,0.0
3001784,217.25534999999996
3001785,0.0
3001786,1046.21
3001787,2455.56
3001788,101.5205302
3001789,166.11
3001790,55.00919988000001
3001791,4687.1726100000005
3001792,0.0
3001793,0.0
3001794,35.2
3001795,29.98
3001796,0.0
3001797,100.12795
3001798,0.0
3001799,97.60899998000001
3001800,17.519479999999998
3001801,74.76986002
3001802,0.0
3001803,0.0
3001804,106.40898999999999
3001805,0.0
3001806,0.0
3001807,0.0
3001808,16.04
3001809,4638.824448999997
3001810,77.63742002
3001811,0.01
3001812,0.0
3001813,0.0
3001814,7.99
3001815,2688.38
3001816,0.0
3001817,208.61535
3001818,0.0
3001819,1088.68
3001820,2454.55
3001821,91.51638000000001
3001822,148.3
3001823,54.85746992000002
3001824,4491.57516
3001825,0.0
3001826,0.0
3001827,35.1
3001828,32.54
3001829,0.0
3001830,97.44933999999999
3001831,0.0
3001832,87.14019998000002
3001833,17.593080009999998
3001834,56.757020020000006
3001835,0.0
3001836,0.0
3001837,105.5657901
3001838,0.0
3001839,0.0
3001840,0.0
3001841,0.0
3001842,4663.051959999998
3001843,70.98335992
3001844,0.01
3001845,0.0
3001846,0.0
3001847,7.99
3001848,2702.81
3001849,0.0
3001850,856.8514600000007
3001851,0.0
3001852,1127.1
3001853,2486.74
3001854,91.51638000000001
3001855,169.07
3001856,85.64109932000008
3001857,4779.8098899999995
3001858,0.0
3001859,0.0
3001860,35.92
3001861,34.21
3001862,0.0
3001863,98.55424000000001
3001864,0.0
3001865,67.01591000000002
3001866,17.96308001
3001867,58.295610000000025
3001868,0.0
3001869,0.0
3001870,105.5657901
3001871,0.0
3001872,0.0
3001873,0.0
3001874,0.0
3001875,4216.575979999998
3001876,70.98335992
3001877,0.01
3001878,0.0
3001879,0.0
3001880,25.0
3001881,2709.43
3001882,0.0
3001883,856.8514600000007
3001884,0.0
3001885,1186.98
3001886,2503.3
3001887,91.51638000000001
3001888,168.7
3001889,97.4599996800001
3001890,4719.97124
3001891,0.0
3001892,0.0
3001893,35.53
3001894,34.52
3001895,0.0
3001896,86.85933999999997
3001897,0.0
3001898,87.14019998000002
3001899,18.433080009999998
3001900,56.757020020000006
3001901,0.0
3001902,0.0
3001903,123.40438020000002
3001904,0.0
3001905,0.0
3001906,0.0
3001907,0.0
3001908,4651.613359999998
3001909,70.98335992
3001910,0.01
3001911,0.0
3001912,0.0
3001913,25.0
3001914,2844.24
3001915,0.0
3001916,880.8480200000007
3001917,0.0
3001918,1304.88
3001919,2503.3
3001920,99.94185999999999
3001921,148.85
3001922,101.91079980000012
3001923,4867.811239999999
3001924,0.0
3001925,0.0
3001926,35.53
3001927,41.66
3001928,0.0
3001929,84.69058
3001930,0.0
3001931,87.14019998000002
3001932,18.157000009999997
3001933,58.295610000000025
3001934,0.0
3001935,0.0
3001936,98.67983
3001937,0.0
3001938,5.61995
3001939,0.0
3001940,0.0
3001941,4651.613359999998
3001942,70.98335992
3001943,0.01
3001944,0.0
3001945,0.0
3001946,25.04
3001947,2807.26
3001948,0.0
3001949,876.7880200000006
3001950,0.0
3001951,1401.87
3001952,2503.3
3001953,91.51638000000001
3001954,279.86
3001955,84.9594302800001
3001956,4902.5402699999995
3001957,0.0
3001958,0.0
3001959,35.53
3001960,37.06
3001961,0.0
3001962,98.55424000000001
3001963,0.0
3001964,70.98054000000002
3001965,17.987000009999996
3001966,58.295610000000025
3001967,0.0
3001968,0.0
3001969,105.5657901
3001970,0.0
3001971,0.0
3001972,687.6301500000003
3001973,0.0
3001974,1681.6813699999996
3001975,70.98335992
3001976,0.01
3001977,5.35
3001978,0.0
3001979,12.78
3001980,4191.77
3001981,0.0
3001982,615.7473500000006
3001983,7.46
3001984,1341.92
3001985,2444.42
3001986,109.94240020000007
3001987,330.45
3001988,262.90680999999995
3001989,6677.89887
3001990,20.96
3001991,0.97
3001992,45.77
3001993,60.64
3001994,0.08
3001995,184.30960019999998
3001996,28.88
3001997,149.31132023
3001998,18.18003
3001999,101.97526006
3002000,5.26
3002001,510.84734999999984
3002002,87.59373000000004
3002003,3.5
3002004,15.85
3002005,533.5846099000005
3002006,129.88294000000008
3002007,2828.8972389999985
3002008,144.01079015000005
3002009,24.303900000000002
3002010,0.0
3002011,0.0
3002012,24.92
3002013,2815.22
3002014,0.0
3002015,880.5129500000007
3002016,0.0
3002017,1404.14
3002018,2503.3
3002019,91.51638000000001
3002020,226.25
3002021,81.3966200000001
3002022,4828.1167399999995
3002023,0.0
3002024,0.0
3002025,35.53
3002026,36.96
3002027,0.0
3002028,97.49933999999999
3002029,0.0
3002030,87.19019998000002
3002031,12.02691
3002032,57.35040002000001
3002033,0.0
3002034,0.0
3002035,123.40438020000002
3002036,0.0
3002037,0.0
3002038,0.0
3002039,0.0
3002040,4536.031109999995
3002041,71.03335992000001
3002042,0.01
3002043,0.0
3002044,0.0
3002045,25.16
3002046,2849.56
3002047,0.0
3002048,880.5129500000007
3002049,0.0
3002050,1343.94
3002051,2503.3
3002052,91.51638000000001
3002053,191.41
3002054,166.31279000000012
3002055,5185.766739999999
3002056,0.0
3002057,0.0
3002058,35.35
3002059,54.79
3002060,0.0
3002061,84.89986999999999
3002062,0.0
3002063,87.19019998000002
3002064,17.587000009999997
3002065,56.582290040000004
3002066,0.0
3002067,0.0
3002068,98.67983
3002069,0.0
3002070,6.22995
3002071,691.3830000000003
3002072,0.0
3002073,4627.178229999998
3002074,70.79669000000001
3002075,0.01
3002076,0.0
3002077,0.0
3002078,25.04
3002079,2867.15
3002080,0.0
3002081,883.2554200000008
3002082,0.0
3002083,1364.68
3002084,2503.3
3002085,91.51638000000001
3002086,181.81
3002087,164.3535600000001
3002088,5128.78584
3002089,0.0
3002090,0.0
3002091,35.35
3002092,55.49
3002093,0.0
3002094,84.89986999999999
3002095,0.0
3002096,87.19019998000002
3002097,17.801710009999997
3002098,58.857770000000016
3002099,0.0
3002100,0.0
3002101,98.67983
3002102,0.0
3002103,0.0
3002104,0.0
3002105,0.0
3002106,4737.669009999999
3002107,71.03335992000001
3002108,0.01
3002109,0.0
3002110,0.0
3002111,25.04
3002112,3640.5
3002113,0.0
3002114,917.3574700000007
3002115,0.0
3002116,1440.94
3002117,2514.19
3002118,91.51638000000001
3002119,178.91
3002120,170.42934983999987
3002121,5396.494939999999
3002122,0.0
3002123,0.0
3002124,35.35
3002125,94.13
3002126,0.0
3002127,86.95933999999997
3002128,0.0
3002129,71.31720992000001
3002130,17.190829999999995
3002131,58.857770000000016
3002132,0.0
3002133,0.0
3002134,123.40438020000002
3002135,0.0
3002136,0.0
3002137,0.0
3002138,0.0
3002139,1892.0993270000004
3002140,62.228320000000004
3002141,0.01
3002142,0.0
3002143,0.0
3002144,25.04
3002145,8948.79
3002146,0.0
3002147,925.0429000000007
3002148,0.0
3002149,2524.1
3002150,2669.85
3002151,91.51638000000001
3002152,178.91
3002153,272.2584098399999
3002154,10105.8438
3002155,0.0
3002156,0.0
3002157,35.49
3002158,95.13
3002159,0.0
3002160,83.76118000000001
3002161,18.67315
3002162,86.05150998
3002163,29.433730000000004
3002164,61.37348000000001
3002165,0.0
3002166,0.0
3002167,105.5657901
3002168,0.0
3002169,0.0
3002170,0.0
3002171,0.0
3002172,4737.669009999999
3002173,69.89466992000001
3002174,0.01
3002175,0.0
3002176,0.0
3002177,24.66
3002178,9523.48
3002179,0.0
3002180,933.4385900000007
3002181,0.0
3002182,2947.53
3002183,2523.62
3002184,98.48858000000001
3002185,167.47
3002186,340.23718984
3002187,11840.02032
3002188,0.0
3002189,0.0
3002190,35.63
3002191,95.42
3002192,0.0
3002193,96.51340000000002
3002194,62.44044997000002
3002195,81.37089992000003
3002196,29.433730000000004
3002197,62.27367997000001
3002198,0.0
3002199,0.0
3002200,117.98019010000002
3002201,0.0
3002202,6.49903
3002203,0.0
3002204,0.0
3002205,4737.669009999999
3002206,67.68979988000001
3002207,0.01
3002208,0.0
3002209,0.0
3002210,22.7
3002211,8296.65
3002212,0.0
3002213,696.1026999999996
3002214,0.0
3002215,2811.17
3002216,2125.17
3002217,98.48858000000001
3002218,166.45
3002219,322.9668100000002
3002220,10998.51774
3002221,0.0
3002222,0.0
3002223,34.81
3002224,51.13
3002225,0.0
3002226,96.51340000000002
3002227,12.341770009999998
3002228,81.37089992000003
3002229,27.690830000000002
3002230,62.10044997000002
3002231,0.0
3002232,0.0
3002233,129.99658020000004
3002234,0.0
3002235,7.04903
3002236,0.0
3002237,0.0
3002238,4737.669009999999
3002239,67.68979988000001
3002240,0.01
3002241,0.0
3002242,0.0
3002243,24.13
3002244,8174.67
3002245,0.0
3002246,706.5828899999996
3002247,0.0
3002248,2939.48
3002249,2092.84
3002250,98.48858000000001
3002251,170.31
3002252,301.5629700000003
3002253,10739.83145
3002254,0.0
3002255,0.0
3002256,34.81
3002257,54.86
3002258,0.0
3002259,95.85829
3002260,65.56636992
3002261,81.37089992000003
3002262,46.16868
3002263,62.64700994000002
3002264,0.0
3002265,0.0
3002266,117.98019010000002
3002267,0.0
3002268,0.0
3002269,761.4750799999997
3002270,0.0
3002271,4737.669009999999
3002272,67.68979988000001
3002273,0.01
3002274,0.0
3002275,0.0
3002276,24.22
3002277,8204.83
3002278,0.0
3002279,706.5828899999996
3002280,0.0
3002281,2930.42
3002282,1795.5
3002283,98.48858000000001
3002284,161.6
3002285,311.8026400000002
3002286,10568.335159999999
3002287,0.0
3002288,0.0
3002289,34.81
3002290,51.44
3002291,0.0
3002292,96.51340000000002
3002293,62.823679970000015
3002294,81.37089992000003
3002295,42.95392
3002296,62.64700994000002
3002297,0.0
3002298,0.0
3002299,97.87982999999998
3002300,0.0
3002301,10.37
3002302,760.6060799999997
3002303,0.0
3002304,4737.669009999999
3002305,67.68979988000001
3002306,0.01
3002307,0.0
3002308,0.0
3002309,21.78
3002310,7993.04
3002311,0.0
3002312,706.5828899999996
3002313,0.0
3002314,2833.53
3002315,1836.95
3002316,99.06858000000003
3002317,141.06
3002318,401.76412
3002319,9975.61887
3002320,0.0
3002321,0.0
3002322,34.81
3002323,52.41
3002324,0.0
3002325,97.64340000000001
3002326,7.50995
3002327,81.84704992000002
3002328,42.93392
3002329,62.04358994000002
3002330,0.0
3002331,0.0
3002332,106.17339
3002333,0.0
3002334,0.0
3002335,0.0
3002336,0.0
3002337,4737.669009999999
3002338,65.65979988000001
3002339,0.01
3002340,4.86
3002341,0.01
3002342,11.75
3002343,3828.28
3002344,0.0
3002345,560.3574100000005
3002346,10.43
3002347,1246.33
3002348,1911.82
3002349,111.30240020000006
3002350,227.44
3002351,198.85584000000003
3002352,5929.29025
3002353,20.39
3002354,0.81
3002355,44.58
3002356,59.85
3002357,0.07
3002358,158.99247
3002359,15.35
3002360,150.67132023000002
3002361,14.944659999999999
3002362,98.98320006
3002363,10.49
3002364,486.1440899999998
3002365,173.16989999999998
3002366,3.05
3002367,9.17
3002368,399.70694989999987
3002369,121.52451000000006
3002370,1530.4575100000002
3002371,132.64452000000003
3002372,8.077439999999994
3002373,0.0
3002374,0.0
3002375,22.16
3002376,7114.04
3002377,0.0
3002378,695.5617499999996
3002379,0.0
3002380,2529.01
3002381,1757.55
3002382,99.06858000000003
3002383,141.06
3002384,384.66279000000003
3002385,8608.57887
