id,Response
408863,0
420358,0
290955,0
358744,0
259188,0
334888,0
107715,0
39622,0
241721,0
256551,0
297644,0
398821,0
893,0
39945,0
145231,0
108417,0
49889,0
265365,0
37044,0
156920,0
4363,0
154047,0
41307,0
131437,0
184645,0
68552,0
9007,0
159156,0
328832,0
101281,0
105442,0
31202,0
40391,0
212941,0
123897,0
31790,0
468422,1
361854,0
94728,0
84735,0
403222,0
143346,0
350611,0
164873,0
69476,0
86890,0
254283,0
219112,0
410061,0
146982,0
430096,0
347855,0
341055,0
310801,0
321908,0
393997,0
63367,0
255632,0
63415,0
263991,0
185390,0
183930,0
397597,1
453339,0
1639,0
155763,0
472494,0
308533,0
264523,0
287494,0
277489,0
350857,0
238133,0
142869,0
218854,0
330079,0
323,0
282948,0
256591,0
413722,0
212172,0
503926,0
334377,0
122585,0
175850,0
31251,0
329914,0
405343,0
273631,0
210862,0
246295,0
223559,0
98435,0
314631,0
365934,0
234607,0
269535,0
264044,0
311057,0
456929,0
193504,0
276839,0
228615,0
89124,0
345858,0
74959,0
319835,0
135490,0
19760,0
148679,0
8515,0
46751,0
185439,0
256124,0
122929,0
251023,0
268465,0
83715,0
196343,0
283206,0
4949,0
49796,0
338888,0
46978,0
425275,0
337119,0
315930,0
268628,0
395098,0
185508,0
94921,0
103026,0
105067,0
287561,0
439938,0
222665,0
185630,0
105371,0
318701,0
351941,0
140550,0
258986,0
178411,0
373462,0
78925,0
344384,0
176430,0
295480,0
469421,1
145839,0
357821,0
97787,0
19755,0
226341,0
491009,1
349624,0
419089,1
270242,0
400092,1
349700,0
343965,0
441167,0
364544,0
91929,0
317052,0
203183,0
470113,1
170279,0
233815,0
149461,0
126574,0
135981,0
154106,0
60354,0
9362,0
279865,0
175220,0
19853,0
303447,0
255987,0
265347,0
111850,0
508016,0
348250,0
438163,1
71691,0
47664,0
3281,0
4301,0
274898,0
77754,0
422339,0
456478,0
43679,0
35879,0
471306,1
243618,0
89652,0
47438,0
187780,0
334683,0
265430,0
447924,1
250038,0
485849,0
17337,0
152568,0
111759,0
327122,0
97872,0
380083,0
137780,0
57185,0
487389,1
241068,0
134154,0
257950,0
7594,0
367278,0
207447,0
492889,0
105958,0
434583,1
25836,0
289116,0
95753,0
179802,0
220581,0
382735,1
28803,0
404914,0
460318,0
158147,0
301998,0
265710,0
125947,0
438356,0
39913,0
237936,0
303048,0
379941,0
317633,0
451924,1
127870,1
131578,0
275422,0
227543,0
411364,0
329787,0
215838,0
402617,1
26218,0
372666,0
110446,0
450105,0
365773,0
213793,0
478604,0
501808,1
145974,0
372103,0
244596,0
457951,1
34581,0
234819,0
110770,0
213123,0
423030,0
280701,0
89244,0
177819,0
226074,0
193380,0
407296,0
119913,0
355411,0
368212,0
146539,0
117446,0
121200,0
222323,0
278090,0
379233,0
414066,0
56230,0
184256,0
357985,0
358050,0
446673,0
325249,0
32226,0
329796,0
329030,0
162370,0
101831,0
185460,0
261491,0
225275,0
2995,0
240462,1
41023,0
330131,0
422135,0
211326,0
72702,0
143406,0
333200,0
488367,0
104369,0
403331,0
60585,0
106227,0
288788,0
390544,1
463081,0
70108,0
28456,0
244230,0
292280,0
364659,0
495001,0
92897,0
247496,0
132964,0
448871,1
275575,0
415518,0
116432,0
489769,1
98841,0
332349,0
40050,0
54225,0
27374,0
263311,0
351831,0
278370,0
70798,0
169146,0
469658,1
69504,0
414940,1
20024,1
496677,0
385738,0
225668,0
339477,0
138663,0
121625,0
1735,0
356558,0
143148,0
154261,0
378446,0
159119,0
4100,0
6354,0
173983,0
101779,0
111054,0
150428,0
147673,0
438667,1
310593,0
319078,0
301701,0
161311,0
311258,0
429696,0
384564,0
248913,0
266678,0
493293,1
163648,0
206867,0
329804,0
375078,0
247478,0
441530,0
416319,0
346015,0
238398,0
52910,0
314430,0
252533,0
311029,0
129435,0
78545,0
64031,0
184837,0
112197,0
188966,0
177788,0
160127,0
249994,0
368337,0
183469,0
77391,0
297852,0
265305,0
388868,1
154979,0
443438,0
112878,0
485643,0
356360,0
190726,0
232305,0
116997,0
355744,0
10309,0
309154,0
267375,0
129725,0
267962,0
51340,0
184181,0
112440,0
91699,0
235495,0
242604,0
361909,0
354923,0
46880,0
495419,1
84139,0
417976,1
124194,0
86028,0
28535,0
244308,1
37209,0
136840,0
104678,0
357017,0
11902,0
118239,0
12622,0
39134,0
106331,0
465819,1
76034,0
198523,0
251174,0
20361,0
221325,0
340740,0
170334,0
72939,0
430862,1
326433,0
213475,0
60871,0
277495,1
145052,0
389602,0
229490,0
107896,0
447711,1
108597,0
150334,0
463516,1
63745,0
239586,0
5053,0
63295,0
277916,0
493138,0
220141,0
264071,0
301499,0
117179,0
193338,0
428060,0
346296,0
36827,0
154239,0
154190,0
425515,0
378951,0
476086,1
490743,1
139874,0
136704,0
292615,0
106024,0
191447,0
501441,0
197731,0
146830,0
361976,0
211155,0
48569,0
484580,0
499962,1
51320,0
309623,0
339832,0
150695,0
411250,1
355251,0
149143,0
294604,0
279105,0
125618,0
306030,0
417744,0
412753,1
442817,0
277883,0
216678,0
290300,0
177884,0
351544,0
135044,0
395483,1
382130,1
314100,0
137104,0
10190,0
450384,0
411109,1
179553,0
287710,0
71372,0
75676,0
155658,0
376299,0
117319,0
37587,1
10652,0
83183,0
388083,0
356955,0
149441,0
488615,0
265420,0
1543,0
319181,0
490710,0
123447,0
62497,0
267296,0
212770,0
103950,0
301417,0
413934,1
165509,0
276095,0
253807,0
58261,0
384967,0
137994,0
304941,0
213634,0
82396,0
1186,0
329759,0
457894,0
427058,1
200312,0
71373,0
29942,0
446036,0
106724,0
12063,0
122478,0
253532,0
25087,0
336674,0
20071,0
60583,0
40546,0
196546,0
232316,0
97031,0
89569,0
184166,0
425262,0
334005,0
70446,0
121444,0
250427,0
80068,0
487170,0
245411,0
436678,1
148552,0
356041,0
477821,0
73709,0
436050,0
136702,0
255718,0
284662,0
204270,0
247747,0
64898,0
50328,0
319668,0
112897,0
28096,0
155796,0
262499,0
276215,0
72272,0
79463,0
15217,0
10234,0
471187,0
377414,0
264006,0
341748,0
206470,0
69468,0
293885,0
479160,1
279946,0
309790,0
383848,1
265318,0
62248,0
500670,1
122528,0
347975,0
80477,0
366832,0
380728,0
150656,0
437160,0
67666,0
195091,0
300243,0
175953,0
426006,0
199564,0
410244,0
463410,0
116646,0
104561,0
472535,0
393727,1
304159,1
146527,0
86193,0
405651,0
283125,0
147856,0
42202,0
196886,0
197107,0
463770,1
195420,0
372087,0
294171,0
170253,0
87467,0
71616,0
262269,0
224989,0
355104,0
121013,0
149935,0
210439,0
334886,0
315731,0
300301,0
186835,0
378609,0
180655,0
34595,0
42855,0
117391,0
416232,0
247738,0
36514,0
183316,0
287555,0
174863,1
228656,0
245817,0
305438,0
90481,0
421020,1
283703,0
392194,0
136097,0
360275,0
488817,0
261498,0
297640,0
252989,0
395399,1
258389,0
153781,0
282613,0
339387,0
17060,0
61410,0
470688,0
38929,0
188639,0
185994,0
382243,0
376823,0
403621,0
190523,0
221930,0
288347,0
492299,1
25069,0
222668,0
442441,1
331744,0
240393,0
127507,0
305279,0
145991,0
185076,0
31622,0
55148,0
42168,0
36446,0
103602,0
157955,0
245954,0
384080,1
192237,0
74731,0
372250,0
267364,0
210831,0
101710,0
92728,0
61886,0
287880,0
145543,0
496833,0
368214,0
424935,0
59459,0
302728,0
188670,0
231627,0
322790,0
230337,0
82115,0
493163,0
353448,0
255117,0
282036,0
407674,1
195102,0
436182,1
238682,0
156672,0
114783,0
178416,0
277035,0
171245,0
258762,0
14534,0
205676,0
279484,0
27502,0
194734,0
402971,1
160059,0
408729,1
406842,0
283864,0
279242,0
315872,0
62470,0
55932,0
127446,0
336573,0
146146,0
140085,0
357697,0
232502,0
136991,0
367652,0
363871,0
302240,0
316571,0
204115,0
136536,0
229631,0
70473,0
228375,0
182140,0
202609,1
139527,0
94106,0
247854,0
330602,0
74780,0
11217,0
121861,0
504301,0
287881,0
268127,0
262408,0
314814,0
158921,0
353276,0
74879,0
44692,0
98692,0
209705,0
165875,0
353202,0
225696,0
51482,0
410252,1
1594,0
13215,0
290799,0
38860,0
392751,0
137478,0
471104,0
206745,0
143988,0
116559,0
171761,0
323607,0
165736,0
334202,0
126905,0
165710,0
311052,0
223130,0
403752,1
186456,0
484187,1
265025,0
282400,0
297238,0
29723,0
489687,0
264218,0
248944,0
354641,0
72760,0
149383,0
125808,0
268000,0
197411,0
294049,0
42175,0
323037,0
449773,0
36904,0
185374,0
165924,0
118377,0
348680,0
280077,0
272586,0
392107,0
335739,0
5049,0
110071,0
180092,0
261297,0
100938,0
205474,0
27721,0
490262,0
304195,0
215751,0
216852,0
352395,0
191874,0
259883,0
201387,0
232129,0
485214,0
33125,0
49461,0
168640,0
358974,0
164349,0
81770,0
12950,0
16649,0
54153,0
270511,0
264344,0
34087,0
234697,0
453372,1
311466,0
41512,0
385456,1
126068,0
72764,0
216938,0
62009,0
274283,0
290350,0
85008,0
260006,0
390171,1
496412,0
242945,0
345041,0
312636,0
131493,0
249328,0
396789,1
239017,0
169574,0
117038,0
188094,0
106733,0
315030,0
276961,0
406994,1
268273,0
243316,0
242304,0
134074,0
76874,0
420438,0
70878,0
326513,0
39111,0
318966,0
463005,0
201793,0
415925,1
259893,0
376806,0
70334,0
482978,0
164433,0
323238,0
32605,0
273446,0
207476,0
367021,0
187507,0
219367,0
129646,0
233371,0
331249,0
27554,0
46142,0
145145,0
110783,0
219886,0
249377,0
315852,0
53951,0
395047,1
30681,0
280384,0
225254,0
261910,0
436176,0
334769,0
467435,0
64910,0
444207,1
118822,0
230168,0
332736,0
9231,0
232267,0
422769,0
258230,0
171360,0
337570,0
254579,0
121859,0
154233,0
20055,0
369456,0
249823,0
349024,0
387751,1
315310,0
275748,0
430797,1
384257,0
7056,0
296772,0
329004,0
256493,1
21596,0
94044,0
506027,0
372582,0
448118,0
359865,0
168412,0
313825,0
222381,0
338132,0
362507,0
319198,0
382981,1
186401,0
206568,0
288778,0
261585,0
168880,0
251718,0
5816,0
189965,0
488544,1
368189,0
376501,0
425321,0
277141,0
99920,0
202487,0
300025,0
370636,0
158809,0
93878,0
384688,0
171676,0
134066,0
287093,0
51630,0
400924,0
318999,0
55909,0
467047,0
275365,0
203833,0
487641,0
167289,0
113222,0
200768,0
192930,0
215621,0
197588,0
287136,0
118327,0
168863,0
478311,1
272077,0
67408,0
226048,0
157613,0
275536,0
134778,0
86915,0
139615,0
233608,0
58580,0
215064,0
13766,0
248989,0
86541,0
156991,0
297716,0
178175,0
244754,0
281740,0
201665,0
161949,0
138424,0
463373,0
426767,1
398747,0
297735,0
305735,0
394855,1
2717,0
362942,0
96784,0
76948,0
201385,0
320434,0
252509,0
263337,0
416840,0
178717,0
27050,0
281326,0
167191,0
319737,0
123451,0
266191,0
352434,0
3479,0
105194,0
45758,0
500227,1
215511,0
259639,0
125463,0
282740,0
20494,0
467418,0
453209,0
225374,0
18845,0
502663,0
336986,0
21382,0
8147,0
59635,0
289352,0
213846,0
123036,0
163741,0
230812,0
91250,0
175077,0
39682,0
409484,1
324860,0
215112,0
355541,0
364266,0
221707,0
494846,1
130638,0
131482,0
438368,1
28841,0
154477,0
59318,0
6524,0
344944,0
351194,0
396794,0
152252,0
85097,0
377024,0
151911,0
268511,0
260155,0
136347,0
143284,0
148016,0
337860,0
420206,0
292837,0
5692,0
387769,1
236836,0
177023,0
45857,0
161900,0
314245,0
222354,0
217277,0
504533,1
160995,0
271605,0
85398,0
308359,0
328319,0
382000,1
232341,0
471766,1
22949,0
35381,0
237147,0
128261,0
490186,1
346115,0
284761,0
164567,0
482453,1
149644,0
283739,0
341716,0
139303,0
491455,1
48845,0
115322,0
433307,1
191380,0
454891,1
417109,0
116191,0
313021,0
52157,0
458742,0
163996,0
326779,0
329578,0
224966,0
20896,0
262965,0
196619,0
173011,0
12538,0
288492,0
112810,0
120363,0
189215,0
153348,0
51817,0
5028,0
229573,0
167421,0
159331,0
127974,0
207034,0
200106,0
277928,0
28741,0
329397,0
86158,0
444739,0
37593,0
324693,0
11807,0
11362,0
215287,0
268556,0
41692,0
45286,0
410186,0
99805,0
193350,0
239715,0
234086,0
189561,0
319057,0
301752,0
341470,0
362027,0
300886,0
41371,0
212273,0
197470,0
219323,0
405029,1
418549,0
195298,0
261349,0
170973,0
335450,0
148437,0
85317,0
443776,0
348813,0
23023,0
38199,0
379230,0
222291,0
268057,0
52356,0
506851,1
465207,0
221761,0
79578,0
43345,0
12386,0
79718,0
220011,0
220539,0
62082,0
63382,0
502317,0
337530,0
21516,0
16410,0
289149,0
348579,0
323599,0
339794,0
279308,0
257375,0
345593,0
437646,0
197968,0
2136,0
294130,0
186316,0
269032,0
156382,1
13346,0
410112,0
49266,0
88453,0
440610,0
339558,0
22510,0
289752,0
460494,1
444048,1
282069,0
256451,0
126214,0
289353,0
102140,0
60906,0
35914,0
153750,0
427949,1
215706,0
47135,0
290667,0
29386,0
157214,0
56929,0
230051,0
207344,0
197821,0
129464,0
274179,0
264565,0
200835,0
426305,0
134167,1
147859,0
487336,0
280140,0
99134,0
278978,0
334186,0
434924,0
202423,0
157515,0
36065,0
301615,0
205321,0
188521,0
235286,0
196456,0
6773,0
23506,0
267267,0
170117,0
41278,0
194783,0
65349,0
109788,0
108091,0
195242,0
109082,0
357806,0
451385,1
316170,0
390827,0
29196,0
37554,0
182021,0
261174,0
21467,0
181569,0
371174,0
141750,0
285763,0
80685,0
120536,0
246218,0
65658,0
237265,0
393928,0
97391,0
221724,0
121264,0
162128,0
159238,0
113652,0
12039,0
416006,0
27124,0
73027,0
446115,0
265782,0
186336,0
141119,0
215352,0
109670,0
205756,0
465744,0
289690,0
302857,0
1940,0
3426,0
401830,0
26345,0
459294,0
372337,0
164813,0
281537,0
249654,0
499072,0
152641,0
218382,0
370627,0
132525,0
83608,0
242852,0
87894,0
232906,0
44507,0
175924,0
325182,0
152050,0
449131,0
373962,0
16599,0
185135,0
32759,0
211811,0
102857,0
125628,0
139209,0
46076,0
91949,0
71227,0
299348,0
156884,0
108375,0
77591,0
414129,0
210890,0
41494,0
162628,0
248717,0
77816,0
47375,0
279018,0
176657,0
46498,0
455860,0
153325,0
325761,0
93723,0
272813,0
115167,0
53976,0
220543,0
204600,0
150851,0
31930,0
343344,0
359663,0
229991,0
18589,0
425110,0
498109,0
72588,0
71797,0
41790,0
339667,0
111362,0
181202,0
241300,0
61052,0
264476,0
70765,0
259087,0
301106,0
383280,1
436508,0
480318,0
213446,0
481814,0
318300,0
300964,0
365426,0
205022,0
398222,0
367097,0
366432,0
173067,0
131689,0
420498,0
425402,0
371304,0
107369,0
103464,0
32587,0
179965,0
369735,0
385369,0
380365,0
279854,0
257394,0
345684,0
238500,0
498026,0
268829,0
162162,0
64528,0
95013,0
257389,0
262413,0
220096,0
153205,0
376495,0
22138,0
214328,0
135120,0
366559,0
79101,0
50825,0
266401,0
230695,0
238391,0
136622,0
374488,0
260729,0
449492,0
380005,1
378739,0
293661,0
131053,0
435572,0
200044,0
333620,0
261196,0
150178,0
363352,0
56432,0
76701,0
250144,0
348037,0
326462,0
450191,0
75968,0
38771,0
355032,0
165124,0
330198,0
414581,1
473375,1
455605,0
240053,0
28904,0
324516,0
304658,0
284314,0
68866,0
243093,0
199457,0
37467,0
272330,0
2358,0
315165,0
170065,0
232025,0
239467,0
19186,0
330087,0
159609,0
349335,0
42609,0
205995,0
349099,0
162293,0
202991,0
152681,0
377329,0
313012,0
235860,0
475255,0
370258,0
312717,0
342301,0
188223,0
11794,0
343377,0
378686,0
296733,0
14022,0
127630,0
385120,0
361838,0
387665,0
36924,0
214607,0
117090,0
55425,0
121518,0
162195,0
177740,0
414210,0
132102,0
407667,1
325884,0
60023,0
503323,1
293042,0
116425,0
67093,0
22722,0
218895,0
465531,0
88553,0
171699,0
188667,0
119899,0
149693,0
323912,0
75805,0
380230,0
280869,0
324554,0
489914,0
394393,0
423354,1
269408,0
305439,0
39441,0
124570,0
379670,0
318797,0
498011,0
159937,0
127802,0
372697,0
211061,0
251976,0
207236,0
17232,0
501675,0
497042,0
177686,0
24602,0
240586,0
375858,0
324577,0
380773,0
342267,0
240551,0
377340,0
96849,0
337438,0
115209,0
370628,0
230887,0
237308,0
483581,0
16148,0
470352,1
257392,0
184305,0
409342,0
236223,0
58274,0
34693,0
29734,0
50906,0
498555,1
86464,0
189505,0
313401,0
391816,0
487242,1
40664,0
287245,0
253104,0
124164,0
327813,0
338965,0
296388,0
339845,0
59157,0
182776,0
297187,0
213582,0
364852,0
124814,0
323409,0
456279,1
341170,0
211726,0
150918,0
449888,1
173213,0
72602,0
444121,0
249933,0
195366,0
102695,0
173446,0
195340,0
375508,0
420373,1
244455,0
232749,0
99501,0
70777,0
10973,0
197791,0
200657,0
171006,0
309476,0
203288,0
348399,0
150067,0
397318,0
32471,0
250448,0
501797,1
173368,0
422421,0
340254,0
334373,0
6695,0
5677,0
453817,1
155377,0
246792,0
44184,0
428885,0
173406,0
137900,0
38090,0
272906,0
214390,0
296240,0
484827,0
145612,0
292425,0
265952,0
184872,0
505240,0
245619,0
88126,0
431983,0
195963,0
277721,0
187219,0
284404,0
220825,0
493026,1
228866,0
332933,0
249117,0
441798,0
273094,0
301391,0
161972,0
255040,0
263913,0
89249,0
370849,0
257442,0
501627,0
236413,0
469633,1
360186,0
153977,0
139653,0
472692,0
16940,0
305501,0
5419,0
101775,0
261710,0
328976,0
274409,0
225549,0
315776,0
36509,0
325805,0
221020,0
48953,0
31465,0
51413,0
360029,0
331667,0
89200,0
53271,0
2415,0
226070,0
481743,0
88467,0
339127,0
263864,0
166269,0
293630,0
175056,0
272622,0
49477,0
420570,0
467808,1
226983,0
241162,0
506764,1
311255,0
182255,0
172286,0
237500,0
350011,0
453044,1
171785,0
84167,0
145304,0
55448,0
115598,0
201352,0
217604,0
133021,0
384592,0
321627,0
354563,0
67679,0
321012,0
277297,0
290684,0
198539,0
271312,0
419891,0
88395,0
204874,0
243890,0
425470,1
321988,0
4755,0
190372,0
57591,0
142588,0
197111,0
192454,0
194665,0
163831,0
30693,0
148108,0
84395,0
137859,1
68516,0
211280,0
440413,0
150364,0
306477,0
203827,0
108879,0
405325,0
352952,0
211794,0
466014,0
15877,0
24647,0
235226,0
62958,0
448145,1
440584,0
81321,0
460105,0
417195,0
362528,0
145271,0
230499,0
462900,0
229580,0
82031,0
167207,0
49510,0
80338,0
238302,0
48937,0
154881,0
448459,0
4108,0
37768,0
288680,0
336576,0
108315,0
50660,0
50911,0
207497,0
19733,0
79355,0
185773,0
371170,0
104640,0
237047,0
263227,0
300533,0
498543,0
441640,1
176384,0
161523,0
350574,0
243862,0
341246,0
121441,0
390160,0
188287,0
253950,0
214617,0
172057,0
154538,0
65762,0
172682,0
136626,0
287122,0
180839,0
195012,0
46652,1
52166,0
16422,0
19849,0
142120,0
497605,1
301617,0
472445,0
17007,0
258847,0
410028,1
83268,0
456254,0
22820,0
356760,0
303064,0
261617,0
249388,0
320657,0
163797,0
130622,0
302642,0
293003,0
251622,0
242709,0
329216,0
436485,1
377719,0
74154,0
222402,0
7852,0
376058,0
89315,0
6133,0
496052,1
108581,0
372967,0
227132,0
178854,0
371107,0
268224,0
69496,0
477565,0
291088,0
256444,0
253864,0
64105,0
293865,0
169802,0
161874,0
396183,0
64715,0
26657,0
17002,0
197788,0
213840,0
191990,0
233910,0
483903,1
111730,0
212728,0
331605,0
165576,0
356964,0
198468,0
140974,0
423328,1
317376,0
200755,0
279528,0
461550,0
44326,0
101354,0
122542,0
315235,0
162039,0
89968,0
158068,0
321595,0
12639,0
492372,0
234217,1
266290,0
200209,0
118672,0
314506,0
257419,0
212963,0
146782,0
130459,0
460267,0
256550,0
21360,0
475869,0
290608,0
224310,0
125678,0
146864,0
163204,0
230693,0
305568,0
205017,0
36224,0
207550,0
144683,0
421303,1
299670,0
247523,0
186752,0
492167,1
234985,0
315579,0
20200,0
100415,0
306896,0
61860,0
203949,0
9922,0
389799,1
332859,0
451601,0
170405,0
392671,0
105029,0
255138,0
127330,0
240976,0
499657,1
334516,0
254893,0
330619,0
472345,0
462301,1
418005,0
59312,0
219514,0
279061,0
430146,1
439655,0
379879,0
352333,0
185069,0
240889,0
160370,0
264189,0
369159,0
477828,0
312930,0
241325,0
304931,0
198597,0
436771,0
363294,0
234979,0
487826,0
483290,0
285225,0
56635,0
156303,0
217531,0
85095,0
117215,0
194747,1
196941,0
458550,1
479418,0
458209,1
170617,0
88460,0
216263,0
191331,0
393077,0
239665,0
94612,0
71708,0
124051,0
325885,0
449949,0
49341,0
475333,0
433276,0
225467,0
181794,0
47158,0
179303,0
149263,0
474885,1
315220,0
158013,0
82630,0
383173,1
431240,0
55851,0
160616,0
130346,0
